Validation_Set,Topics,Alpha,Beta,Coherence
['100% Corpus'],3,0.61,symmetric,0.5418990086185295
['100% Corpus'],3,0.9099999999999999,0.01,0.5506800852691801
['100% Corpus'],3,0.9099999999999999,0.31,0.5416038547959877
['100% Corpus'],3,0.9099999999999999,0.61,0.5328176538355928
['100% Corpus'],3,0.9099999999999999,0.9099999999999999,0.5347906963757924
['100% Corpus'],3,0.9099999999999999,symmetric,0.5416038547959877
['100% Corpus'],3,symmetric,0.01,0.5354746804671646
['100% Corpus'],3,symmetric,0.31,0.5301423375517632
['100% Corpus'],3,symmetric,0.61,0.5343552456541082
['100% Corpus'],3,symmetric,0.9099999999999999,0.5163275085695526
['100% Corpus'],3,symmetric,symmetric,0.5301423375517633
['100% Corpus'],3,asymmetric,0.01,0.5043656824649568
['100% Corpus'],3,asymmetric,0.31,0.486352613779687
['100% Corpus'],3,asymmetric,0.61,0.5499019691649277
['100% Corpus'],3,asymmetric,0.9099999999999999,0.6775995182559337
['100% Corpus'],3,asymmetric,symmetric,0.486352613779687
['100% Corpus'],4,0.01,0.01,0.49283599869212136
['100% Corpus'],4,0.01,0.31,0.5157313158799544
['100% Corpus'],4,0.01,0.61,0.5477793952478569
['100% Corpus'],4,0.01,0.9099999999999999,0.5269436782612211
['100% Corpus'],4,0.01,symmetric,0.5156983507137537
['100% Corpus'],4,0.31,0.01,0.5098372657061618
['100% Corpus'],4,0.31,0.31,0.4948428503168688
['100% Corpus'],4,0.31,0.61,0.49466458006318703
['100% Corpus'],4,0.31,0.9099999999999999,0.4916590951726094
['100% Corpus'],4,0.31,symmetric,0.4982334221395572
['100% Corpus'],4,0.61,0.01,0.519232624907069
['100% Corpus'],4,0.61,0.31,0.520444839696216
['100% Corpus'],4,0.61,0.61,0.4974583021181008
['100% Corpus'],4,0.61,0.9099999999999999,0.48184786297299464
['100% Corpus'],4,0.61,symmetric,0.5177553900609789
['100% Corpus'],4,0.9099999999999999,0.01,0.516722289763077
['100% Corpus'],4,0.9099999999999999,0.31,0.5221970086898351
['100% Corpus'],4,0.9099999999999999,0.61,0.5084505464019977
['100% Corpus'],4,0.9099999999999999,0.9099999999999999,0.4710341822235271
['100% Corpus'],4,0.9099999999999999,symmetric,0.5177553900609789
['100% Corpus'],4,symmetric,0.01,0.5078855956005368
['100% Corpus'],4,symmetric,0.31,0.5087703723052321
['100% Corpus'],4,symmetric,0.61,0.5054552565500585
['100% Corpus'],4,symmetric,0.9099999999999999,0.5263761623447204
['100% Corpus'],4,symmetric,symmetric,0.5079690836752064
['100% Corpus'],4,asymmetric,0.01,0.507387306167997
['100% Corpus'],4,asymmetric,0.31,0.38147387856361836
['100% Corpus'],4,asymmetric,0.61,0.5154740135829434
['100% Corpus'],4,asymmetric,0.9099999999999999,0.523992379360086
['100% Corpus'],4,asymmetric,symmetric,0.3854512897189828
['100% Corpus'],5,0.01,0.01,0.504408826343173
['100% Corpus'],5,0.01,0.31,0.4918696744578511
['100% Corpus'],5,0.01,0.61,0.5217648597825904
['100% Corpus'],5,0.01,0.9099999999999999,0.47044247343446466
['100% Corpus'],5,0.01,symmetric,0.5143648823390448
['100% Corpus'],5,0.31,0.01,0.5099997347829561
['100% Corpus'],5,0.31,0.31,0.49398989484471584
['100% Corpus'],5,0.31,0.61,0.4954286359527923
['100% Corpus'],5,0.31,0.9099999999999999,0.4707986209609533
['100% Corpus'],5,0.31,symmetric,0.5101013862726242
['100% Corpus'],5,0.61,0.01,0.5321667234642303
['100% Corpus'],5,0.61,0.31,0.5198205530612205
['100% Corpus'],5,0.61,0.61,0.5079544448815559
['100% Corpus'],5,0.61,0.9099999999999999,0.49020073731585107
['100% Corpus'],5,0.61,symmetric,0.5188896184374169
['100% Corpus'],5,0.9099999999999999,0.01,0.5400978434044628
['100% Corpus'],5,0.9099999999999999,0.31,0.5334235751485272
['100% Corpus'],5,0.9099999999999999,0.61,0.4881480109924536
['100% Corpus'],5,0.9099999999999999,0.9099999999999999,0.4563806977395453
['100% Corpus'],5,0.9099999999999999,symmetric,0.5258689873876341
['100% Corpus'],5,symmetric,0.01,0.5060177642239351
['100% Corpus'],5,symmetric,0.31,0.5208747525761668
['100% Corpus'],5,symmetric,0.61,0.5168590199681167
['100% Corpus'],5,symmetric,0.9099999999999999,0.5116664093806285
['100% Corpus'],5,symmetric,symmetric,0.5097128467417338
['100% Corpus'],5,asymmetric,0.01,0.48868458248104707
['100% Corpus'],5,asymmetric,0.31,0.5314811744063559
['100% Corpus'],5,asymmetric,0.61,0.5491959555897573
['100% Corpus'],5,asymmetric,0.9099999999999999,0.5475655751708846
['100% Corpus'],5,asymmetric,symmetric,0.4429503533878023
['100% Corpus'],6,0.01,0.01,0.5147107432464962
['100% Corpus'],6,0.01,0.31,0.4982658927457501
['100% Corpus'],6,0.01,0.61,0.4948544121686265
['100% Corpus'],6,0.01,0.9099999999999999,0.5042658169484082
['100% Corpus'],6,0.01,symmetric,0.5281551387637944
['100% Corpus'],6,0.31,0.01,0.4870439042986871
['100% Corpus'],6,0.31,0.31,0.4916598255585071
['100% Corpus'],6,0.31,0.61,0.4778127618240491
['100% Corpus'],6,0.31,0.9099999999999999,0.4746458189724072
['100% Corpus'],6,0.31,symmetric,0.49535245570227887
['100% Corpus'],6,0.61,0.01,0.49430714213137544
['100% Corpus'],6,0.61,0.31,0.4848481728905532
['100% Corpus'],6,0.61,0.61,0.4825117017268761
['100% Corpus'],6,0.61,0.9099999999999999,0.4698819239924891
['100% Corpus'],6,0.61,symmetric,0.4855168568685632
['100% Corpus'],6,0.9099999999999999,0.01,0.49256943035958384
['100% Corpus'],6,0.9099999999999999,0.31,0.49184920849197195
['100% Corpus'],6,0.9099999999999999,0.61,0.4672660730636267
['100% Corpus'],6,0.9099999999999999,0.9099999999999999,0.43796955099351015
['100% Corpus'],6,0.9099999999999999,symmetric,0.4774560895466419
['100% Corpus'],6,symmetric,0.01,0.47986609053470125
['100% Corpus'],6,symmetric,0.31,0.4978249526052019
['100% Corpus'],6,symmetric,0.61,0.4999160038415827
['100% Corpus'],6,symmetric,0.9099999999999999,0.509759302447748
['100% Corpus'],6,symmetric,symmetric,0.4921939355449165
['100% Corpus'],6,asymmetric,0.01,0.47177977396389165
['100% Corpus'],6,asymmetric,0.31,0.4101637181468057
['100% Corpus'],6,asymmetric,0.61,0.40050472004568655
['100% Corpus'],6,asymmetric,0.9099999999999999,0.3513514928742118
['100% Corpus'],6,asymmetric,symmetric,0.4293222712315299
['100% Corpus'],7,0.01,0.01,0.5171200057223064
['100% Corpus'],7,0.01,0.31,0.48050403131678215
['100% Corpus'],7,0.01,0.61,0.4930658340549626
['100% Corpus'],7,0.01,0.9099999999999999,0.5215021012839091
['100% Corpus'],7,0.01,symmetric,0.49686295809782793
['100% Corpus'],7,0.31,0.01,0.4784861360626581
['100% Corpus'],7,0.31,0.31,0.4932688573344506
['100% Corpus'],7,0.31,0.61,0.479568924561551
['100% Corpus'],7,0.31,0.9099999999999999,0.49383442768948005
['100% Corpus'],7,0.31,symmetric,0.4811268840305076
['100% Corpus'],7,0.61,0.01,0.4763870370936104
['100% Corpus'],7,0.61,0.31,0.4700264151337587
['100% Corpus'],7,0.61,0.61,0.44957582767333376
['100% Corpus'],7,0.61,0.9099999999999999,0.4521646337980303
['100% Corpus'],7,0.61,symmetric,0.4647498785423088
['100% Corpus'],7,0.9099999999999999,0.01,0.48506420171329473
['100% Corpus'],7,0.9099999999999999,0.31,0.4563195090779231
['100% Corpus'],7,0.9099999999999999,0.61,0.431587588352341
['100% Corpus'],7,0.9099999999999999,0.9099999999999999,0.4407239236070781
['100% Corpus'],7,0.9099999999999999,symmetric,0.4721562264110073
['100% Corpus'],7,symmetric,0.01,0.490955084185423
['100% Corpus'],7,symmetric,0.31,0.5061355996981269
['100% Corpus'],7,symmetric,0.61,0.47883754923280347
['100% Corpus'],7,symmetric,0.9099999999999999,0.5100419475806195
['100% Corpus'],7,symmetric,symmetric,0.49296890756240386
['100% Corpus'],7,asymmetric,0.01,0.4777616923544131
['100% Corpus'],7,asymmetric,0.31,0.5001893509102907
['100% Corpus'],7,asymmetric,0.61,0.5976348141132038
['100% Corpus'],7,asymmetric,0.9099999999999999,0.5682837280618809
['100% Corpus'],7,asymmetric,symmetric,0.566593672024186
['100% Corpus'],8,0.01,0.01,0.4967718065731863
['100% Corpus'],8,0.01,0.31,0.4980975994623166
['100% Corpus'],8,0.01,0.61,0.4873320989361021
['100% Corpus'],8,0.01,0.9099999999999999,0.4760103545403961
['100% Corpus'],8,0.01,symmetric,0.48019539620808105
['100% Corpus'],8,0.31,0.01,0.49707136657761153
['100% Corpus'],8,0.31,0.31,0.47275999163938165
['100% Corpus'],8,0.31,0.61,0.4473942783671804
['100% Corpus'],8,0.31,0.9099999999999999,0.4704746399300765
['100% Corpus'],8,0.31,symmetric,0.4898202095060735
['100% Corpus'],8,0.61,0.01,0.4569053904927589
['100% Corpus'],8,0.61,0.31,0.44002827002472
['100% Corpus'],8,0.61,0.61,0.44721615430738343
['100% Corpus'],8,0.61,0.9099999999999999,0.443651026856538
['100% Corpus'],8,0.61,symmetric,0.46466201407746627
['100% Corpus'],8,0.9099999999999999,0.01,0.48552148780512266
['100% Corpus'],8,0.9099999999999999,0.31,0.4409375389287477
['100% Corpus'],8,0.9099999999999999,0.61,0.41982187270851945
['100% Corpus'],8,0.9099999999999999,0.9099999999999999,0.44537195048206146
['100% Corpus'],8,0.9099999999999999,symmetric,0.46674606632694005
['100% Corpus'],8,symmetric,0.01,0.4768532084214751
['100% Corpus'],8,symmetric,0.31,0.49596414418449786
['100% Corpus'],8,symmetric,0.61,0.49840738286319963
['100% Corpus'],8,symmetric,0.9099999999999999,0.5002013161459166
['100% Corpus'],8,symmetric,symmetric,0.49411002377148794
['100% Corpus'],8,asymmetric,0.01,0.433758912669295
['100% Corpus'],8,asymmetric,0.31,0.4330055792389923
['100% Corpus'],8,asymmetric,0.61,0.4669884887964552
['100% Corpus'],8,asymmetric,0.9099999999999999,0.4395752519632035
['100% Corpus'],8,asymmetric,symmetric,0.5167077356784622
['100% Corpus'],9,0.01,0.01,0.4557966065192142
['100% Corpus'],9,0.01,0.31,0.4192393280552687
['100% Corpus'],9,0.01,0.61,0.4370165301116068
['100% Corpus'],9,0.01,0.9099999999999999,0.4669352678277805
['100% Corpus'],9,0.01,symmetric,0.4343604167774095
['100% Corpus'],9,0.31,0.01,0.46268951524868296
['100% Corpus'],9,0.31,0.31,0.43380038015874844
['100% Corpus'],9,0.31,0.61,0.4252137094012649
['100% Corpus'],9,0.31,0.9099999999999999,0.43165151280101605
['100% Corpus'],9,0.31,symmetric,0.45053332901481596
['100% Corpus'],9,0.61,0.01,0.45376184066691405
['100% Corpus'],9,0.61,0.31,0.42494101412689883
['100% Corpus'],9,0.61,0.61,0.43447561430979187
['100% Corpus'],9,0.61,0.9099999999999999,0.4411022744239259
['100% Corpus'],9,0.61,symmetric,0.4425650042918653
['100% Corpus'],9,0.9099999999999999,0.01,0.47251421145859596
['100% Corpus'],9,0.9099999999999999,0.31,0.44069798262527304
['100% Corpus'],9,0.9099999999999999,0.61,0.5012231477494358
['100% Corpus'],9,0.9099999999999999,0.9099999999999999,0.45568847115025146
['100% Corpus'],9,0.9099999999999999,symmetric,0.46957091473003854
['100% Corpus'],9,symmetric,0.01,0.46001147284082283
['100% Corpus'],9,symmetric,0.31,0.43297741924509814
['100% Corpus'],9,symmetric,0.61,0.4588244724212333
['100% Corpus'],9,symmetric,0.9099999999999999,0.47023354108485893
['100% Corpus'],9,symmetric,symmetric,0.4405619853690815
['100% Corpus'],9,asymmetric,0.01,0.5283539671359596
['100% Corpus'],9,asymmetric,0.31,0.5232611781230463
['100% Corpus'],9,asymmetric,0.61,0.4908981399562995
['100% Corpus'],9,asymmetric,0.9099999999999999,0.4405381999435558
['100% Corpus'],9,asymmetric,symmetric,0.5176376256264431
['100% Corpus'],10,0.01,0.01,0.46200221634462657
['100% Corpus'],10,0.01,0.31,0.43642516141338694
['100% Corpus'],10,0.01,0.61,0.4209657013474996
['100% Corpus'],10,0.01,0.9099999999999999,0.4317386045562617
['100% Corpus'],10,0.01,symmetric,0.4769825834675368
['100% Corpus'],10,0.31,0.01,0.4726768814712936
['100% Corpus'],10,0.31,0.31,0.44696584458629457
['100% Corpus'],10,0.31,0.61,0.44434323872569853
['100% Corpus'],10,0.31,0.9099999999999999,0.46799327585173583
['100% Corpus'],10,0.31,symmetric,0.4656636722084171
['100% Corpus'],10,0.61,0.01,0.46102315323908416
['100% Corpus'],10,0.61,0.31,0.43694974350056964
['100% Corpus'],10,0.61,0.61,0.4574817356081013
['100% Corpus'],10,0.61,0.9099999999999999,0.46677896757865583
['100% Corpus'],10,0.61,symmetric,0.445021587532268
['100% Corpus'],10,0.9099999999999999,0.01,0.463684976026136
['100% Corpus'],10,0.9099999999999999,0.31,0.4352862530518455
['100% Corpus'],10,0.9099999999999999,0.61,0.5115853750600255
['100% Corpus'],10,0.9099999999999999,0.9099999999999999,0.4633137859396458
['100% Corpus'],10,0.9099999999999999,symmetric,0.45558530186263085
['100% Corpus'],10,symmetric,0.01,0.4917185495400652
['100% Corpus'],10,symmetric,0.31,0.47717905075456873
['100% Corpus'],10,symmetric,0.61,0.4380994606027043
['100% Corpus'],10,symmetric,0.9099999999999999,0.42164646000379075
['100% Corpus'],10,symmetric,symmetric,0.48083133502637543
['100% Corpus'],10,asymmetric,0.01,0.49345426287148664
['100% Corpus'],10,asymmetric,0.31,0.4654531928317514
['100% Corpus'],10,asymmetric,0.61,0.36315583166373433
['100% Corpus'],10,asymmetric,0.9099999999999999,0.34897941448763714
['100% Corpus'],10,asymmetric,symmetric,0.4719117418358391
['100% Corpus'],11,0.01,0.01,0.41653226322602177
['100% Corpus'],11,0.01,0.31,0.4646252258638269
['100% Corpus'],11,0.01,0.61,0.48936606448626935
['100% Corpus'],11,0.01,0.9099999999999999,0.45758997365657894
['100% Corpus'],11,0.01,symmetric,0.42710374152263325
['100% Corpus'],11,0.31,0.01,0.4477571390264543
['100% Corpus'],11,0.31,0.31,0.41669032269680173
['100% Corpus'],11,0.31,0.61,0.4520295189934329
['100% Corpus'],11,0.31,0.9099999999999999,0.4505852532611238
['100% Corpus'],11,0.31,symmetric,0.4261292998798497
['100% Corpus'],11,0.61,0.01,0.4627322135187853
['100% Corpus'],11,0.61,0.31,0.4283028767693349
['100% Corpus'],11,0.61,0.61,0.4516943034093614
['100% Corpus'],11,0.61,0.9099999999999999,0.48468947279581703
['100% Corpus'],11,0.61,symmetric,0.43804463803278976
['100% Corpus'],11,0.9099999999999999,0.01,0.4705984449997917
['100% Corpus'],11,0.9099999999999999,0.31,0.44601798916847196
['100% Corpus'],11,0.9099999999999999,0.61,0.4843803372155357
['100% Corpus'],11,0.9099999999999999,0.9099999999999999,0.4914656235342655
['100% Corpus'],11,0.9099999999999999,symmetric,0.4571063520061706
['100% Corpus'],11,symmetric,0.01,0.45462433231232285
['100% Corpus'],11,symmetric,0.31,0.4592115523895208
['100% Corpus'],11,symmetric,0.61,0.4629676348244777
['100% Corpus'],11,symmetric,0.9099999999999999,0.4389008209245354
['100% Corpus'],11,symmetric,symmetric,0.4484212095704745
['100% Corpus'],11,asymmetric,0.01,0.43292301818990103
['100% Corpus'],11,asymmetric,0.31,0.4681431985364107
['100% Corpus'],11,asymmetric,0.61,0.36596195488501704
['100% Corpus'],11,asymmetric,0.9099999999999999,0.34101728912324586
['100% Corpus'],11,asymmetric,symmetric,0.4514592561775031
['100% Corpus'],12,0.01,0.01,0.4705471598712829
['100% Corpus'],12,0.01,0.31,0.44299016616244963
['100% Corpus'],12,0.01,0.61,0.419172757816579
['100% Corpus'],12,0.01,0.9099999999999999,0.41327745757799333
['100% Corpus'],12,0.01,symmetric,0.44401600558680787
['100% Corpus'],12,0.31,0.01,0.4618959983229027
['100% Corpus'],12,0.31,0.31,0.4660513196011798
['100% Corpus'],12,0.31,0.61,0.47745811226095713
['100% Corpus'],12,0.31,0.9099999999999999,0.4839935786087637
['100% Corpus'],12,0.31,symmetric,0.45713982402299463
['100% Corpus'],12,0.61,0.01,0.4363787983689707
['100% Corpus'],12,0.61,0.31,0.448081174637309
['100% Corpus'],12,0.61,0.61,0.48380680442588964
['100% Corpus'],12,0.61,0.9099999999999999,0.5596920120916463
['100% Corpus'],12,0.61,symmetric,0.434247144575024
['100% Corpus'],12,0.9099999999999999,0.01,0.4655331084706309
['100% Corpus'],12,0.9099999999999999,0.31,0.4414962308273309
['100% Corpus'],12,0.9099999999999999,0.61,0.4847423536886691
['100% Corpus'],12,0.9099999999999999,0.9099999999999999,0.49332870893775643
['100% Corpus'],12,0.9099999999999999,symmetric,0.43619632264304015
['100% Corpus'],12,symmetric,0.01,0.45661411865445195
['100% Corpus'],12,symmetric,0.31,0.43841134148028615
['100% Corpus'],12,symmetric,0.61,0.4410241078472495
['100% Corpus'],12,symmetric,0.9099999999999999,0.4044981908901028
['100% Corpus'],12,symmetric,symmetric,0.4710580690128389
['100% Corpus'],12,asymmetric,0.01,0.412993811326742
['100% Corpus'],12,asymmetric,0.31,0.3771541795693553
['100% Corpus'],12,asymmetric,0.61,0.4293984382387593
['100% Corpus'],12,asymmetric,0.9099999999999999,0.4187390389686189
['100% Corpus'],12,asymmetric,symmetric,0.3906981616874157
['100% Corpus'],13,0.01,0.01,0.4394826759858308
['100% Corpus'],13,0.01,0.31,0.43992230237889307
['100% Corpus'],13,0.01,0.61,0.4475859648036608
['100% Corpus'],13,0.01,0.9099999999999999,0.39909677157667084
['100% Corpus'],13,0.01,symmetric,0.4407324645287823
['100% Corpus'],13,0.31,0.01,0.42069844215450114
['100% Corpus'],13,0.31,0.31,0.3891144799119646
['100% Corpus'],13,0.31,0.61,0.39391692042068593
['100% Corpus'],13,0.31,0.9099999999999999,0.421809072065821
['100% Corpus'],13,0.31,symmetric,0.4160119482040445
['100% Corpus'],13,0.61,0.01,0.4259128180659045
['100% Corpus'],13,0.61,0.31,0.43104075865805097
['100% Corpus'],13,0.61,0.61,0.5433110097314686
['100% Corpus'],13,0.61,0.9099999999999999,0.5241327715460764
['100% Corpus'],13,0.61,symmetric,0.4237107593420396
['100% Corpus'],13,0.9099999999999999,0.01,0.47149722532864485
['100% Corpus'],13,0.9099999999999999,0.31,0.459285274592128
['100% Corpus'],13,0.9099999999999999,0.61,0.49724212018930064
['100% Corpus'],13,0.9099999999999999,0.9099999999999999,0.49206044534267895
['100% Corpus'],13,0.9099999999999999,symmetric,0.43622029121256783
['100% Corpus'],13,symmetric,0.01,0.41181647431347823
['100% Corpus'],13,symmetric,0.31,0.42274169169845827
['100% Corpus'],13,symmetric,0.61,0.5210351861720254
['100% Corpus'],13,symmetric,0.9099999999999999,0.44512257103793323
['100% Corpus'],13,symmetric,symmetric,0.4361738368633642
['100% Corpus'],13,asymmetric,0.01,0.39227165522506346
['100% Corpus'],13,asymmetric,0.31,0.44479450982542473
['100% Corpus'],13,asymmetric,0.61,0.38865935476641766
['100% Corpus'],13,asymmetric,0.9099999999999999,0.40075015701905325
['100% Corpus'],13,asymmetric,symmetric,0.39264534980908583
['100% Corpus'],14,0.01,0.01,0.43661322841820077
['100% Corpus'],14,0.01,0.31,0.4052840371923822
['100% Corpus'],14,0.01,0.61,0.4349425920521277
['100% Corpus'],14,0.01,0.9099999999999999,0.43020121174537274
['100% Corpus'],14,0.01,symmetric,0.4370971104998492
['100% Corpus'],14,0.31,0.01,0.434717381515866
['100% Corpus'],14,0.31,0.31,0.39121776672326375
['100% Corpus'],14,0.31,0.61,0.40348693699769356
['100% Corpus'],14,0.31,0.9099999999999999,0.4364080771084004
['100% Corpus'],14,0.31,symmetric,0.42990032567043196
['100% Corpus'],14,0.61,0.01,0.4224262362866432
['100% Corpus'],14,0.61,0.31,0.41152211871825617
['100% Corpus'],14,0.61,0.61,0.4951054841189955
['100% Corpus'],14,0.61,0.9099999999999999,0.6147122403762594
['100% Corpus'],14,0.61,symmetric,0.41645953080632075
['100% Corpus'],14,0.9099999999999999,0.01,0.4712861917195218
['100% Corpus'],14,0.9099999999999999,0.31,0.4566332573750314
['100% Corpus'],14,0.9099999999999999,0.61,0.47759684497642957
['100% Corpus'],14,0.9099999999999999,0.9099999999999999,0.4910856385303023
['100% Corpus'],14,0.9099999999999999,symmetric,0.43412317280037854
['100% Corpus'],14,symmetric,0.01,0.4545965448254933
['100% Corpus'],14,symmetric,0.31,0.470016830744343
['100% Corpus'],14,symmetric,0.61,0.46708832548430684
['100% Corpus'],14,symmetric,0.9099999999999999,0.3979470865986573
['100% Corpus'],14,symmetric,symmetric,0.4755837102000999
['100% Corpus'],14,asymmetric,0.01,0.3992200008425897
['100% Corpus'],14,asymmetric,0.31,0.40853833724134586
['100% Corpus'],14,asymmetric,0.61,0.37674092610032517
['100% Corpus'],14,asymmetric,0.9099999999999999,0.36344272053027626
['100% Corpus'],14,asymmetric,symmetric,0.43572139914888824
['100% Corpus'],15,0.01,0.01,0.3903395310570182
['100% Corpus'],15,0.01,0.31,0.39838301690530253
['100% Corpus'],15,0.01,0.61,0.43031508248972933
['100% Corpus'],15,0.01,0.9099999999999999,0.3953095940932886
['100% Corpus'],15,0.01,symmetric,0.37297935628194734
['100% Corpus'],15,0.31,0.01,0.409675456013992
['100% Corpus'],15,0.31,0.31,0.37840740735067063
['100% Corpus'],15,0.31,0.61,0.3717862878794852
['100% Corpus'],15,0.31,0.9099999999999999,0.4090359274049007
['100% Corpus'],15,0.31,symmetric,0.39200468785303216
['100% Corpus'],15,0.61,0.01,0.4201846977887544
['100% Corpus'],15,0.61,0.31,0.406029209297984
['100% Corpus'],15,0.61,0.61,0.5111139233815464
['100% Corpus'],15,0.61,0.9099999999999999,0.5686356529762109
['100% Corpus'],15,0.61,symmetric,0.3917607464598378
['100% Corpus'],15,0.9099999999999999,0.01,0.5204367563388175
['100% Corpus'],15,0.9099999999999999,0.31,0.44738057054320196
['100% Corpus'],15,0.9099999999999999,0.61,0.486137609042398
['100% Corpus'],15,0.9099999999999999,0.9099999999999999,0.49155606806920765
['100% Corpus'],15,0.9099999999999999,symmetric,0.4193240869056632
['100% Corpus'],15,symmetric,0.01,0.39440156498825785
['100% Corpus'],15,symmetric,0.31,0.37652407513069563
['100% Corpus'],15,symmetric,0.61,0.39000364012698013
['100% Corpus'],15,symmetric,0.9099999999999999,0.43752330053972854
['100% Corpus'],15,symmetric,symmetric,0.429921092029503
['100% Corpus'],15,asymmetric,0.01,0.3265505627710174
['100% Corpus'],15,asymmetric,0.31,0.3963036476275876
['100% Corpus'],15,asymmetric,0.61,0.41949189466130316
['100% Corpus'],15,asymmetric,0.9099999999999999,0.42929856726026727
['100% Corpus'],15,asymmetric,symmetric,0.33749467710483516
['100% Corpus'],16,0.01,0.01,0.4100632315243002
['100% Corpus'],16,0.01,0.31,0.37699870931303153
['100% Corpus'],16,0.01,0.61,0.37807219553682797
['100% Corpus'],16,0.01,0.9099999999999999,0.3836970418144119
['100% Corpus'],16,0.01,symmetric,0.4097763429271427
['100% Corpus'],16,0.31,0.01,0.3858169551531889
['100% Corpus'],16,0.31,0.31,0.37777189953573564
['100% Corpus'],16,0.31,0.61,0.42151308775487273
['100% Corpus'],16,0.31,0.9099999999999999,0.4339233918274743
['100% Corpus'],16,0.31,symmetric,0.3609394038465604
['100% Corpus'],16,0.61,0.01,0.40292712770176176
['100% Corpus'],16,0.61,0.31,0.42428518764907597
['100% Corpus'],16,0.61,0.61,0.5592162226194435
['100% Corpus'],16,0.61,0.9099999999999999,0.5746706849980471
['100% Corpus'],16,0.61,symmetric,0.41440210500019836
['100% Corpus'],16,0.9099999999999999,0.01,0.5202852038377213
['100% Corpus'],16,0.9099999999999999,0.31,0.49144624227508127
['100% Corpus'],16,0.9099999999999999,0.61,0.49398431997482933
['100% Corpus'],16,0.9099999999999999,0.9099999999999999,0.4913700503390223
['100% Corpus'],16,0.9099999999999999,symmetric,0.433810250208146
['100% Corpus'],16,symmetric,0.01,0.4044621630414758
['100% Corpus'],16,symmetric,0.31,0.40419054840018526
['100% Corpus'],16,symmetric,0.61,0.368791068825155
['100% Corpus'],16,symmetric,0.9099999999999999,0.35419698840606156
['100% Corpus'],16,symmetric,symmetric,0.4172923477875218
['100% Corpus'],16,asymmetric,0.01,0.4191568911254677
['100% Corpus'],16,asymmetric,0.31,0.45911374299722063
['100% Corpus'],16,asymmetric,0.61,0.4615094018414818
['100% Corpus'],16,asymmetric,0.9099999999999999,0.48005269934556183
['100% Corpus'],16,asymmetric,symmetric,0.41700059958250807
['100% Corpus'],17,0.01,0.01,0.39332837194942705
['100% Corpus'],17,0.01,0.31,0.44316565203965
['100% Corpus'],17,0.01,0.61,0.4398375670727825
['100% Corpus'],17,0.01,0.9099999999999999,0.42265839498277813
['100% Corpus'],17,0.01,symmetric,0.43221780209526645
['100% Corpus'],17,0.31,0.01,0.3907546658474949
['100% Corpus'],17,0.31,0.31,0.377315778171095
['100% Corpus'],17,0.31,0.61,0.4497410819590809
['100% Corpus'],17,0.31,0.9099999999999999,0.4393208836392466
['100% Corpus'],17,0.31,symmetric,0.3794735573552811
['100% Corpus'],17,0.61,0.01,0.44323395343865746
['100% Corpus'],17,0.61,0.31,0.45432126770066983
['100% Corpus'],17,0.61,0.61,0.6005760781394043
['100% Corpus'],17,0.61,0.9099999999999999,0.5038076891440494
['100% Corpus'],17,0.61,symmetric,0.4364213732078655
['100% Corpus'],17,0.9099999999999999,0.01,0.531874441599288
['100% Corpus'],17,0.9099999999999999,0.31,0.5235159649053952
['100% Corpus'],17,0.9099999999999999,0.61,0.4925348000847227
['100% Corpus'],17,0.9099999999999999,0.9099999999999999,0.4915567480617337
['100% Corpus'],17,0.9099999999999999,symmetric,0.463581477707666
['100% Corpus'],17,symmetric,0.01,0.480493598344547
['100% Corpus'],17,symmetric,0.31,0.4639378123400211
['100% Corpus'],17,symmetric,0.61,0.4522894318508377
['100% Corpus'],17,symmetric,0.9099999999999999,0.4371775070863711
['100% Corpus'],17,symmetric,symmetric,0.46746177334502015
['100% Corpus'],17,asymmetric,0.01,0.4311729609677223
['100% Corpus'],17,asymmetric,0.31,0.4142331585913426
['100% Corpus'],17,asymmetric,0.61,0.41020253989341354
['100% Corpus'],17,asymmetric,0.9099999999999999,0.40217163378420795
['100% Corpus'],17,asymmetric,symmetric,0.457019082469417
['100% Corpus'],18,0.01,0.01,0.46137066368690216
['100% Corpus'],18,0.01,0.31,0.4422596511147059
['100% Corpus'],18,0.01,0.61,0.36963745255640573
['100% Corpus'],18,0.01,0.9099999999999999,0.4324596636093413
['100% Corpus'],18,0.01,symmetric,0.47420870045366875
['100% Corpus'],18,0.31,0.01,0.42762850820465537
['100% Corpus'],18,0.31,0.31,0.3609791551330154
['100% Corpus'],18,0.31,0.61,0.5014265324945173
['100% Corpus'],18,0.31,0.9099999999999999,0.5217518274631371
['100% Corpus'],18,0.31,symmetric,0.42147538078053665
['100% Corpus'],18,0.61,0.01,0.4766951488200967
['100% Corpus'],18,0.61,0.31,0.43610965789066464
['100% Corpus'],18,0.61,0.61,0.6539029493660272
['100% Corpus'],18,0.61,0.9099999999999999,0.4860222006816517
['100% Corpus'],18,0.61,symmetric,0.4662043683825675
['100% Corpus'],18,0.9099999999999999,0.01,0.5335084248770492
['100% Corpus'],18,0.9099999999999999,0.31,0.606313591772054
['100% Corpus'],18,0.9099999999999999,0.61,0.49060246471018437
['100% Corpus'],18,0.9099999999999999,0.9099999999999999,0.49152280326032344
['100% Corpus'],18,0.9099999999999999,symmetric,0.48144471609874234
['100% Corpus'],18,symmetric,0.01,0.4125114165229731
['100% Corpus'],18,symmetric,0.31,0.4194413077030227
